"developer","provider_type","program_year","tot_provs_report_developer","tot_provs_report_2015_edition","tot_provs_report_2014_edition","tot_provs_report_2011_edition","product_type"
"Instakare Accentia Healthcare Solutions Corporation","professional",2015,1,0,0,1,"Commercial"
"InstantDx, LLC","professional",2015,1,0,1,0,"Commercial"
"Institute for Health Metrics","professional",2015,6,0,0,6,"Commercial"
"Insync Healthcare Solutions LLC","professional",2015,161,0,161,0,"Commercial"
"Integrated Document Solutions, Inc.","professional",2015,11,0,0,11,"Commercial"
"Integrated Health Care Solutions","professional",2015,32,0,0,32,"Commercial"
"Integrated Practice Solutions, Inc.","professional",2015,4725,0,4080,645,"Commercial"
"Integrated Systems Management, Inc.","professional",2015,127,0,87,40,"Commercial"
"INTEGRIS Health","professional",2015,242,0,242,0,"Self-developed"
"Integritas, Inc.","professional",2015,3,0,0,3,"Commercial"
"Integrity Digital Solutions, LLC","professional",2015,344,0,322,22,"Commercial"
"Intelerad Medical Systems Incorporated","professional",2015,49,0,0,49,"Commercial"
"InteliChart LLC","professional",2015,325,0,324,1,"Commercial"
"Intellicure, Inc.","professional",2015,13,0,7,6,"Commercial"
"Intermountain Healthcare","professional",2015,867,0,146,721,"Self-developed"
"InterSystems Corporation","professional",2015,239,0,170,69,"Commercial"
"Intivia, Inc.","professional",2015,55,0,0,55,"Commercial"
"IntrinsiQ LLC","professional",2015,10,0,0,10,"Commercial"
"IntrinsiQ Specialty Solutions, Inc. FBO Healthtronics Information Technology Solutions Inc.","professional",2015,1326,0,1157,169,"Commercial"
"Intuit Health","professional",2015,4,0,0,4,"Commercial"
"Intuitive Medical Documents","professional",2015,13,0,0,13,"Commercial"
"Intuitive Medical Software","professional",2015,151,0,0,151,"Commercial"
"InTUUN Systems","professional",2015,5,0,0,5,"Commercial"
"IO Practiceware, Inc.","professional",2015,423,0,263,160,"Commercial"
"IOD Incorporated","professional",2015,117,0,0,117,"Commercial"
"IOS Health Systems","professional",2015,176,0,92,84,"Commercial"
"iPatientCare, Inc.","professional",2015,160,0,152,8,"Commercial"
"IQ-EQ Systems, LLC","professional",2015,3,0,0,3,"Commercial"
"Iris Medical Services LLC","professional",2015,7,0,0,7,"Commercial"
"iSALUS Healthcare","professional",2015,144,0,92,52,"Commercial"
"Jardogs","professional",2015,339,0,0,339,"Commercial"
"Jefferson Technical Services, LLC","professional",2015,14,0,12,2,"Commercial"
"Kabot Systems","professional",2015,3,0,0,3,"Commercial"
"Kareo, Inc.","professional",2015,375,0,361,14,"Commercial"
"Keiser Computers, Inc.","professional",2015,105,0,64,41,"Commercial"
"KeyMed, LLC","professional",2015,105,0,70,35,"Commercial"
"Kirman Eye","professional",2015,2,0,2,0,"Self-developed"
"Knack BPO, LLC","professional",2015,2,0,2,0,"Commercial"
"Kryptiq Corporation","professional",2015,29,0,0,29,"Commercial"
"Lahey Clinic Foundation Inc","professional",2015,117,0,0,117,"Self-developed"
"Lavender & Wyatt Systems, Inc.","professional",2015,4,0,0,4,"Commercial"
"LCD Solutions, Inc.","professional",2015,4,0,0,4,"Commercial"
"LeonardoMD","professional",2015,30,0,15,15,"Commercial"
"Lester E. Cox Medical Centers (DBA: CoxHealth)","professional",2015,240,0,154,86,"Self-developed"
"Life Care Centers of America","professional",2015,53,0,17,36,"Self-developed"
"Life Systems Software","professional",2015,82,0,0,82,"Commercial"
"LIN Software, LLC","professional",2015,27,0,13,14,"Commercial"
"Liquid Medical Office, Inc.","professional",2015,11,0,0,11,"Commercial"
"LiquidEHR, Inc.","professional",2015,23,0,0,23,"Commercial"
"LOGICARE Corporation","professional",2015,70,0,70,0,"Commercial"
"LogRhythm, Inc.","professional",2015,46,0,46,0,"Commercial"
"LSS Data Systems","professional",2015,557,0,363,194,"Commercial"
"Lumeris Solutions LLC","professional",2015,23,0,8,15,"Commercial"
"M.S. Group Software, LLC","professional",2015,32,0,15,17,"Commercial"
"M2comsys","professional",2015,4,0,1,3,"Commercial"
"M2PRO","professional",2015,4,0,4,0,"Commercial"
"M3 Healthcare Solutions","professional",2015,1,0,0,1,"Commercial"
"MacPractice, Inc.","professional",2015,610,0,218,392,"Commercial"
"MagView","professional",2015,111,0,88,23,"Commercial"
"Mammography Reporting System Inc.","professional",2015,1,0,0,1,"Commercial"
"ManagementPlus","professional",2015,343,0,288,55,"Commercial"
"Marshfield Clinic","professional",2015,766,0,656,110,"Commercial"
"Massachusetts eHealth Collaborative (MAeHC)","professional",2015,550,0,550,0,"Commercial"
"Massachusetts General Hospital","professional",2015,127,0,3,124,"Self-developed"
"Max Systems Inc.","professional",2015,10,0,0,10,"Commercial"
"McKesson","professional",2015,3565,0,3072,493,"Commercial"
"MCS - Medical Communication Systems, Inc.","professional",2015,40,0,0,40,"Commercial"
"MD Logic, Inc.","professional",2015,348,0,155,193,"Commercial"
"MD On-Line, Inc.","professional",2015,44,0,35,9,"Commercial"
"MD Synergy Solutions, LLC","professional",2015,59,0,35,24,"Commercial"
"MD Web Solutions","professional",2015,3,0,0,3,"Commercial"
"MDIntelleSys, LLC","professional",2015,807,0,788,19,"Commercial"
"MDLAND","professional",2015,113,0,64,49,"Commercial"
"MDoffice, Inc.","professional",2015,415,0,278,137,"Commercial"
"MDRhythm, LLC","professional",2015,8,0,0,8,"Commercial"
"Med USA","professional",2015,23,0,23,0,"Commercial"
"MED3000, Inc","professional",2015,221,0,0,221,"Commercial"
"MedAffinity Corporation","professional",2015,3,0,0,3,"Commercial"
"MEDARC LLC","professional",2015,1,0,0,1,"Commercial"
"Medaxion, Inc.","professional",2015,372,0,372,0,"Commercial"
"Medaxis Corporation","professional",2015,8,0,0,8,"Commercial"
"MedAZ.Net, LLC","professional",2015,20,0,0,20,"Commercial"
"Medcom Information Systems, Inc.","professional",2015,16,0,0,16,"Commercial"
"MedcomSoft","professional",2015,11,0,0,11,"Commercial"
"MedConnect, Inc.","professional",2015,258,0,233,25,"Commercial"
"MedCPU Inc.","professional",2015,83,0,0,83,"Commercial"
"MEDENT - Community Computer Service, Inc.","professional",2015,3764,0,2946,818,"Commercial"
"MedEvolve","professional",2015,45,0,43,2,"Commercial"
"Medflow Holdings, LLC","professional",2015,1663,0,1360,303,"Commercial"
"Medfusion, Inc.","professional",2015,464,0,453,11,"Commercial"
"MEDHOST","professional",2015,3,0,3,0,"Commercial"
"Medi-EHR, LLC","professional",2015,69,0,47,22,"Commercial"
"Medical Efficiency Systems, LLC","professional",2015,2,0,0,2,"Commercial"
"Medical Informatics Engineering","professional",2015,190,0,157,33,"Commercial"
"Medical Information Technology, Inc. (MEDITECH)","professional",2015,1519,0,1505,14,"Commercial"
"Medical Mastermind","professional",2015,68,0,65,3,"Commercial"
"Medical Office Online","professional",2015,36,0,0,36,"Commercial"
"Medical Office Technologies, Inc.","professional",2015,787,0,620,167,"Commercial"
"Medical Research Analytics and Informatics Alliance (MRAIA)","professional",2015,623,0,623,0,"Self-developed"
"Medical Transcription Billing Corporation (MTBC)","professional",2015,153,0,134,19,"Commercial"
"Medical Voice Products, Inc.","professional",2015,8,0,0,8,"Commercial"
"MedicalMine Inc.","professional",2015,2,0,2,0,"Commercial"
"Medicat, LLC","professional",2015,6,0,1,5,"Commercial"
"MedicBright Technologies, LLC","professional",2015,2,0,0,2,"Commercial"
"Medicfusion Inc.","professional",2015,400,0,366,34,"Commercial"
"Medicity, Inc.","professional",2015,1,0,0,1,"Commercial"
"MediGeek LLC dba Medicfusion","professional",2015,48,0,0,48,"Commercial"
"MedInformatix","professional",2015,1537,0,913,624,"Commercial"
"MediRec, Inc.","professional",2015,5,0,0,5,"Commercial"
"Medisolv Inc","professional",2015,85,0,85,0,"Commercial"
"MediSYS","professional",2015,45,0,0,45,"Commercial"
"Meditab Software Inc.","professional",2015,1245,0,801,444,"Commercial"
"MedLink International, Inc","professional",2015,11,0,0,11,"Commercial"
"MedMagic LLC","professional",2015,16,0,15,1,"Self-developed"
"MedNet Medical Solutions","professional",2015,15,0,13,2,"Commercial"
"MedPlus, A Quest Diagnostics Company","professional",2015,740,0,0,740,"Commercial"
"medQ inc.","professional",2015,156,0,127,29,"Commercial"
"MedSeek, Inc.","professional",2015,3002,0,2492,510,"Commercial"
"Medstreaming EMR, LLC","professional",2015,180,0,173,7,"Commercial"
"MedSym, Inc.","professional",2015,141,0,0,141,"Commercial"
"MedSys Inc","professional",2015,3,0,0,3,"Commercial"
"Medtech, Inc.","professional",2015,56,0,43,13,"Commercial"
"MEDTRON Software Intelligence Corporation","professional",2015,29,0,5,24,"Commercial"
"MedWorxs LLC","professional",2015,25,0,13,12,"Commercial"
"MedXLnce, Inc.","professional",2015,9,0,5,4,"Commercial"
"Memorial Sloan Kettering","professional",2015,322,0,322,0,"Self-developed"
"Mercury Solutions, LLC","professional",2015,31,0,0,31,"Commercial"
"Merge Healthcare, Inc.","professional",2015,1016,0,653,363,"Commercial"
"meridianEMR, Inc.","professional",2015,214,0,0,214,"Commercial"
"Meridios, Ltd.","professional",2015,124,0,0,124,"Commercial"
"Metasolutions Inc","professional",2015,2,0,1,1,"Commercial"
"Micro-Med, Inc.","professional",2015,3,0,2,1,"Commercial"
"MicroFour, Inc.","professional",2015,367,0,271,96,"Commercial"
"Microsoft Corporation","professional",2015,152,0,126,26,"Commercial"
"Midwest Software, LLC","professional",2015,135,0,0,135,"Commercial"
"Mighty Oak Technology, Inc.","professional",2015,252,0,63,189,"Commercial"
"MindLinc","professional",2015,18,0,0,18,"Commercial"
"Miraca Life Sciences","professional",2015,4,0,4,0,"Commercial"
"Mirth Corporation","professional",2015,4,0,4,0,"Commercial"
"Mitochon Systems, Inc.","professional",2015,13,0,0,13,"Commercial"
"MN Systems","professional",2015,20,0,0,20,"Commercial"
"Mobiusoft LLC","professional",2015,2,0,0,2,"Commercial"
"Modernizing Medicine, Inc.","professional",2015,2525,0,2349,176,"Commercial"
"ModuleMD","professional",2015,69,0,54,15,"Commercial"
"Mountain Computer Systems","professional",2015,7,0,0,7,"Commercial"
"Mountainside Software, Inc.","professional",2015,12,0,0,12,"Commercial"
"MPN Software Systems, Inc.","professional",2015,1030,0,0,1030,"Commercial"
"MxSecure, Inc.","professional",2015,4,0,0,4,"Commercial"
"MyChartsOnline, Inc.","professional",2015,18,0,11,7,"Commercial"
"myhELO, Inc.","professional",2015,57,0,57,0,"Commercial"
"MyOnlineDr","professional",2015,5,0,0,5,"Commercial"
"NantHealth, Inc.","professional",2015,533,0,533,0,"Commercial"
"National Medical Imaging Company","professional",2015,1,0,0,1,"Commercial"
"Navigating Cancer, Inc.","professional",2015,133,0,103,30,"Commercial"
"NaviNet","professional",2015,2,0,0,2,"Commercial"
"NCG Medical Systems, Inc.","professional",2015,149,0,7,142,"Commercial"
"Nemo Capital Partners","professional",2015,300,0,299,1,"Commercial"
"NeoDeck Holdings","professional",2015,111,0,17,94,"Commercial"
"Nesticon, LLC.","professional",2015,1,0,0,1,"Commercial"
"Net Health","professional",2015,95,0,76,19,"Commercial"
"NetConnect Healthcare Systems, LLC","professional",2015,2,0,0,2,"Commercial"
"Netsmart Technologies","professional",2015,26,0,1,25,"Commercial"
"Networking Technology dba RxNT","professional",2015,888,0,787,101,"Commercial"
"NewYork-Presbyterian Hospital","professional",2015,3,0,0,3,"Self-developed"
"NexSched, LLC","professional",2015,23,0,20,3,"Commercial"
"Nexsyis","professional",2015,6,0,3,3,"Commercial"
"NexTech Systems Inc.","professional",2015,1742,0,1450,292,"Commercial"
"nextEMR, LLC","professional",2015,4,0,0,4,"Commercial"
"NextGen Healthcare","professional",2015,19657,0,13932,5725,"Commercial"
"NextServices, Inc.","professional",2015,5,0,2,3,"Commercial"
"Nexus Clinical LLC","professional",2015,16,0,16,0,"Commercial"
"Nightingale Informatix Corporation","professional",2015,2,0,0,2,"Commercial"
"NoMoreClipboard, LLC","professional",2015,56,0,56,0,"Commercial"
"Nortec Software Inc","professional",2015,3,0,1,2,"Commercial"
"Northwestern University","professional",2015,1051,0,983,68,"Self-developed"
"Noteworthy Medical Systems, Inc.","professional",2015,70,0,0,70,"Commercial"
"Novobi","professional",2015,1,0,1,0,"Commercial"
"Nth Technologies, Inc.","professional",2015,4,0,2,2,"Commercial"
"Nuesoft Technologies, Inc.","professional",2015,48,0,5,43,"Commercial"
"OA Systems, Inc.","professional",2015,3,0,3,0,"Commercial"
"Objective Medical Systems, LLC","professional",2015,40,0,40,0,"Commercial"
"OCERIS, Inc.","professional",2015,71,0,52,19,"Commercial"
"OD Link","professional",2015,39,0,8,31,"Commercial"
"ODOS Industries, Inc.","professional",2015,86,0,0,86,"Commercial"
"OEMR","professional",2015,193,0,1,192,"Commercial"
"Office Ally, Inc.","professional",2015,731,0,460,271,"Commercial"
"OhMD LLC","professional",2015,1,0,1,0,"Commercial"
"Omedix, Inc.","professional",2015,20,0,14,6,"Commercial"
"One Healthcare Solution, Inc.","professional",2015,49,0,0,49,"Commercial"
"Open Software Solutions, LLC","professional",2015,3,0,0,3,"Commercial"
"OptumInsight","professional",2015,329,0,115,214,"Commercial"
"Orchard Software Corporation","professional",2015,2,0,2,0,"Commercial"
"Origin Healthcare Solutions","professional",2015,174,0,99,75,"Commercial"
"Orion Health","professional",2015,269,0,234,35,"Commercial"
"OSEHRA","professional",2015,15,0,15,0,"Commercial"
"OT EMR, Inc.","professional",2015,24,0,8,16,"Commercial"
"Oxbow Intellectual Property, LLC","professional",2015,5,0,2,3,"Commercial"
"Pacific Medical Communications, Inc.","professional",2015,15,0,0,15,"Commercial"
"PAL/MED Development, LLC","professional",2015,3,0,0,3,"Commercial"
"Panacea Medical MBA","professional",2015,1,0,1,0,"Commercial"
"Paramount Health Solutions LLC","professional",2015,3,0,0,3,"Commercial"
"Park Avenue Capital, LLC dba MaxMD","professional",2015,19,0,19,0,"Commercial"
"Partners Healthcare System","professional",2015,3061,0,2840,221,"Self-developed"
"Patagonia Health","professional",2015,10,0,2,8,"Commercial"
"Patient First","professional",2015,246,0,227,19,"Self-developed"
"PatientClick, Inc.","professional",2015,4,0,0,4,"Commercial"
"patientNOW","professional",2015,72,0,23,49,"Commercial"
"Patterson Dental Supply, Inc.","professional",2015,2,0,2,0,"Commercial"
"PBO Corporation","professional",2015,42,0,15,27,"Commercial"
"PBSI - Positive Business Solutions, Inc.","professional",2015,69,0,33,36,"Commercial"
"PCE Systems","professional",2015,1,0,1,0,"Commercial"
"PCIS GOLD","professional",2015,91,0,89,2,"Commercial"
"Penn Medical Informatics Systems, Inc.","professional",2015,147,0,108,39,"Commercial"
"Persivia","professional",2015,12,0,12,0,"Commercial"
"Phoenix Ortho, LLC","professional",2015,468,0,388,80,"Commercial"
"Phunkey, INC","professional",2015,190,0,190,0,"Commercial"
"Phyaura, LLC","professional",2015,4,0,0,4,"Commercial"
"Physician's Computer Company","professional",2015,1,0,0,1,"Commercial"
"Physician Software Solutions","professional",2015,6,0,4,2,"Self-developed"
"Phytel, Inc.","professional",2015,13,0,12,1,"Commercial"
"Pinnacle Management Group, INC","professional",2015,29,0,0,29,"Commercial"
"PlatinumMD","professional",2015,28,0,0,28,"Commercial"
"Plexus Information Systems, Inc.","professional",2015,35,0,24,11,"Commercial"
"Point and Click Solutions, Inc.","professional",2015,25,0,0,25,"Commercial"
"Polaris Management, Inc.","professional",2015,21,0,0,21,"Commercial"
"Practice Alternatives, Inc.","professional",2015,8,0,8,0,"Commercial"
"Practice Director","professional",2015,17,0,0,17,"Commercial"
"Practice Fusion","professional",2015,8499,0,4891,3608,"Commercial"
"Practice Today","professional",2015,1,0,0,1,"Commercial"
"Practice Velocity, LLC","professional",2015,141,0,58,83,"Commercial"
"PracticeSuite, Inc.","professional",2015,17,0,15,2,"Commercial"
"Prematics","professional",2015,1,0,0,1,"Commercial"
"Prime Clinical Systems, Inc.","professional",2015,486,0,103,383,"Commercial"
"PriMedx Solutions, LLC","professional",2015,1,0,0,1,"Commercial"
"PrimeSource Healthcare Systems, Inc.","professional",2015,41,0,0,41,"Commercial"
"Procentive","professional",2015,1,0,1,0,"Commercial"
"Professional Data Services, Inc.","professional",2015,65,0,65,0,"Commercial"
"Professional Economics Bureau of America, Inc.","professional",2015,1,0,1,0,"Commercial"
"Prognosis Innovation Healthcare","professional",2015,1,0,0,1,"Commercial"
"ProNex Inc.","professional",2015,9,0,0,9,"Commercial"
"ProVation Medical","professional",2015,2,0,0,2,"Commercial"
"Pulse Systems, Inc","professional",2015,388,0,292,96,"Commercial"
"QRS, Inc.","professional",2015,95,0,65,30,"Commercial"
"Qualifacts Systems, Inc.","professional",2015,5,0,3,2,"Commercial"
"Quest Diagnostics Incorporated","professional",2015,895,0,893,2,"Commercial"
"QuikEyes","professional",2015,37,0,12,25,"Commercial"
"Qvera LLC","professional",2015,64,0,0,64,"Commercial"
"Rabbit Healthcare Systems","professional",2015,57,0,0,57,"Commercial"
"Radysans, Inc","professional",2015,12,0,0,12,"Commercial"
"Raintree Systems, Inc.","professional",2015,79,0,45,34,"Commercial"
"Ramsoft, Inc.","professional",2015,210,0,174,36,"Commercial"
"ReLi Med Solutions","professional",2015,10,0,10,0,"Commercial"
"ReportingMD, Inc.","professional",2015,47,0,47,0,"Commercial"
"Rheumatology and Dermatology Associates PC","professional",2015,8,0,0,8,"Self-developed"
"Riverside Health System","professional",2015,70,0,70,0,"Self-developed"
"Royal Solutions Group, LLC","professional",2015,29,0,29,0,"Commercial"
"RT-MediBus Technologies Private Limited","professional",2015,1,0,0,1,"Commercial"
"Rural Wisconsin Health Cooperative","professional",2015,9,0,9,0,"Commercial"
"Sage","professional",2015,510,0,0,510,"Commercial"
"Sammy Systems","professional",2015,140,0,0,140,"Commercial"
"San Diego Hospitalist Physician Corp","professional",2015,9,0,0,9,"Self-developed"
"SCC Soft Computer","professional",2015,785,0,777,8,"Commercial"
"ScriptRx, Inc.","professional",2015,6,0,5,1,"Commercial"
"SeamLESS, LLC","professional",2015,3,0,3,0,"Commercial"
"Sectra North America, Inc.","professional",2015,40,0,0,40,"Commercial"
"Secure Exchange Solutions","professional",2015,2,0,2,0,"Commercial"
"Sequel Systems, Inc.","professional",2015,102,0,82,20,"Commercial"
"Sevocity a division of Conceptual MindWorks, Inc","professional",2015,274,0,158,116,"Commercial"
"Shareable Ink","professional",2015,292,0,259,33,"Commercial"
"Sharp HealthCare","professional",2015,19,0,0,19,"Self-developed"
"Siemens Medical Solutions USA, Inc.","professional",2015,97,0,91,6,"Commercial"
"Sigmund Software","professional",2015,4,0,0,4,"Commercial"
"Signature Medical Group","professional",2015,54,0,54,0,"Self-developed"
"SilkOne","professional",2015,50,0,14,36,"Commercial"
"simplifyMD, Inc","professional",2015,67,0,39,28,"Commercial"
"Sindhu Synergy, LTD","professional",2015,1,0,0,1,"Commercial"
"SkyCare","professional",2015,45,0,45,0,"Commercial"
"SMARTMD Corporation","professional",2015,12,0,0,12,"Commercial"
"SMB Medical Billing","professional",2015,3,0,0,3,"Commercial"
"SOAPware, Inc.","professional",2015,632,0,203,429,"Commercial"
"Socrates Healthcare Informatics","professional",2015,1,0,0,1,"Commercial"
"Software Solutions Group, Inc","professional",2015,21,0,0,21,"Commercial"
"Software Unlimited Inc.","professional",2015,4,0,0,4,"Commercial"
"Softworx Solutions, Inc.","professional",2015,90,0,54,36,"Commercial"
"Sophrona Solutions, Inc.","professional",2015,75,0,75,0,"Commercial"
"Soren Technology","professional",2015,7,0,0,7,"Commercial"
"Splunk, Inc.","professional",2015,207,0,207,0,"Commercial"
"Spring Medical Systems","professional",2015,162,0,31,131,"Commercial"
"SRSsoft","professional",2015,2777,0,1984,793,"Commercial"
"STI Computer Services, Inc.","professional",2015,991,0,528,463,"Commercial"
"Strateq Health Inc.","professional",2015,1,0,1,0,"Commercial"
"StreamlineMD, LLC","professional",2015,144,0,121,23,"Commercial"
"SuccessEHS","professional",2015,234,0,0,234,"Commercial"
"SuiteMed","professional",2015,304,0,0,304,"Commercial"
"Sunquest Information Systems, Inc.","professional",2015,2669,0,2669,0,"Commercial"
"SynaMed, LLC","professional",2015,18,0,2,16,"Commercial"
"Systemedx Inc","professional",2015,120,0,100,20,"Commercial"
"TactusMD, Inc.","professional",2015,5,0,0,5,"Commercial"
"TechSoft, Inc.","professional",2015,39,0,28,11,"Commercial"
"TeleVox Software","professional",2015,15,0,15,0,"Commercial"
"TenEleven Group","professional",2015,1,0,0,1,"Commercial"
"The Advisory Board Company","professional",2015,16,0,16,0,"Commercial"
"The Staywell Company, LLC","professional",2015,6,0,6,0,"Commercial"
"TheraManager LLC","professional",2015,3,0,0,3,"Commercial"
"TIMS INC","professional",2015,3,0,0,3,"Commercial"
"Total Outsource, Inc.","professional",2015,2,0,0,2,"Commercial"
"TracikaMed Inc","professional",2015,7,0,0,7,"Commercial"
"TRAKnet PM LLC","professional",2015,52,0,46,6,"Commercial"
"TransMed Network","professional",2015,33,0,4,29,"Commercial"
"TransMedic","professional",2015,7,0,0,7,"Commercial"
"Trellix Engineering Corp.","professional",2015,7,0,0,7,"Commercial"
"TRIARQ Practice Services","professional",2015,363,0,178,185,"Commercial"
"TriMed Technologies, Corp.","professional",2015,80,0,53,27,"Commercial"
"Truven Health Analytics","professional",2015,4,0,4,0,"Commercial"
"UAB Health System","professional",2015,106,0,0,106,"Self-developed"
"UC Charting Solutions, Inc.","professional",2015,7,0,0,7,"Commercial"
"Ulrich Medical Concepts, Inc.","professional",2015,35,0,27,8,"Commercial"
"UltraMed Software","professional",2015,25,0,0,25,"Commercial"
"UNC Health Care","professional",2015,95,0,0,95,"Self-developed"
"UNI/CARE Systems, Inc","professional",2015,2,0,0,2,"Commercial"
"UnisonCare Corporation","professional",2015,53,0,11,42,"Commercial"
"Universal EHR, Inc.","professional",2015,1,0,0,1,"Commercial"
"Universal EMR Solutions","professional",2015,55,0,41,14,"Commercial"
"Universal Research Solutions, LLC","professional",2015,362,0,357,5,"Commercial"
"Updox, LLC","professional",2015,18,0,18,0,"Commercial"
"US Oncology","professional",2015,17,0,0,17,"Commercial"
"User Friendly EMR","professional",2015,10,0,0,10,"Commercial"
"UT MD Anderson Cancer Center","professional",2015,827,0,0,827,"Self-developed"
"Valant Medical Solutions, Inc.","professional",2015,113,0,64,49,"Commercial"
"Vanderbilt University","professional",2015,665,0,498,167,"Self-developed"
"Varian Medical Systems","professional",2015,1652,0,1203,449,"Commercial"
"Vecna","professional",2015,3,0,3,0,"Commercial"
"VeinDraw","professional",2015,14,0,9,5,"Commercial"
"Venus Medical Systems LLC","professional",2015,1,0,1,0,"Commercial"
"Vericle, Inc.","professional",2015,31,0,21,10,"Commercial"
"Verisma Systems Inc.","professional",2015,6,0,0,6,"Commercial"
"Versaform Systems Corp.","professional",2015,31,0,2,29,"Commercial"
"VersaSuite","professional",2015,17,0,7,10,"Commercial"
"VIP Medicine, LLC","professional",2015,14,0,0,14,"Commercial"
"VIPA Health Solutions, LLC","professional",2015,41,0,22,19,"Commercial"
"Vision Infonet Inc","professional",2015,51,0,0,51,"Commercial"
"Visionary HealthWare, LLC","professional",2015,26,0,0,26,"Commercial"
"VisionWeb","professional",2015,1,0,1,0,"Commercial"
"Visual Outcomes USA, Inc.","professional",2015,14,0,14,0,"Commercial"
"VitalHealth Software","professional",2015,1,0,0,1,"Commercial"
"Vitalz Technologies, LLC","professional",2015,7,0,0,7,"Commercial"
"Vitera Healthcare Solutions, LLC","professional",2015,1741,0,1123,618,"Commercial"
"Viztek, LLC","professional",2015,48,0,35,13,"Commercial"
"Vohra Wound Physicians Management, LLC","professional",2015,209,0,153,56,"Self-developed"
"Waiting Room Solutions","professional",2015,90,0,0,90,"Commercial"
"Wakan Vision Inc.","professional",2015,16,0,0,16,"Commercial"
"Webconsort LLC","professional",2015,9,0,0,9,"Commercial"
"WEBeDoctor, Inc.","professional",2015,36,0,28,8,"Commercial"
"Wellcentive, Inc.","professional",2015,1067,0,785,282,"Commercial"
"Wellogic","professional",2015,9,0,0,9,"Commercial"
"Wellspan Health","professional",2015,327,0,298,29,"Self-developed"
"Westchester Digestive Disease Group LLP","professional",2015,4,0,0,4,"Self-developed"
"Williams Group","professional",2015,327,0,116,211,"Commercial"
"WonderDoc, LLC","professional",2015,7,0,7,0,"Commercial"
"Workflow.com, LLC","professional",2015,111,0,20,91,"Commercial"
"WorldVistA","professional",2015,7,0,0,7,"Commercial"
"WoundCareMD EHR, Inc.","professional",2015,4,0,0,4,"Commercial"
"WriteMD LLC","professional",2015,1,0,0,1,"Commercial"
"WRS Health","professional",2015,71,0,71,0,"Commercial"
"Xcite Health Corp.","professional",2015,12,0,0,12,"Commercial"
"XLEMR","professional",2015,2,0,0,2,"Commercial"
"Yak Digital Corp.","professional",2015,1,0,0,1,"Commercial"
"Z&H Health Care Solutions, LLC","professional",2015,25,0,13,12,"Commercial"
"Zenith Technology Solutions, LLC","professional",2015,1,0,0,1,"Commercial"
"ZipChart, Inc.","professional",2015,1,0,0,1,"Commercial"
"ZirMed","professional",2015,17,0,17,0,"Commercial"
"4medica, Inc.","professional",2016,10,0,1,9,"Commercial"
"ABEL Medical Software, Inc.","professional",2016,7,0,0,7,"Commercial"
"Abeo Solutions, Inc","professional",2016,618,0,618,0,"Commercial"
"Abraxas Medical Solutions, Inc","professional",2016,25,0,0,25,"Commercial"
"Accelecare Wound Centers, Inc.","professional",2016,18,0,18,0,"Commercial"
"ACL Laboratories","professional",2016,1,0,1,0,"Self-developed"
"Acmeware, Inc.","professional",2016,148,0,148,0,"Commercial"
"ACOM Health, Division of ACOM Solutions, Inc.","professional",2016,751,0,377,374,"Commercial"
"Acrendo Software, Inc.","professional",2016,109,0,57,52,"Commercial"
"ACS State Healthcare, LLC","professional",2016,1,0,0,1,"Commercial"
"Acumen Physician Solutions","professional",2016,785,0,785,0,"Commercial"
"Acurus Solutions, Inc.","professional",2016,22,0,0,22,"Commercial"
"Adaptamed, LLC","professional",2016,62,0,62,0,"Commercial"
"Addison Health Systems, Inc.","professional",2016,396,0,102,294,"Commercial"
"ADS Technologies, Inc.","professional",2016,13,0,2,11,"Commercial"
"Advanced Data Systems Corporation","professional",2016,670,0,253,417,"Commercial"
"Advanced Health Management Systems, LLC","professional",2016,1,0,0,1,"Commercial"
"Advanced Provider Solutions, LLC","professional",2016,154,0,137,17,"Commercial"
"AdvancedMD","professional",2016,693,0,484,209,"Commercial"
"AdvantaChart Inc","professional",2016,6,0,0,6,"Commercial"
"Agastha, Inc.","professional",2016,26,0,7,19,"Commercial"
"Alere Analytics","professional",2016,73,0,73,0,"Commercial"
"ALERT Life Sciences Computing, S.A.","professional",2016,2,0,1,1,"Commercial"
"AllegianceMD Software, Inc.","professional",2016,147,0,112,35,"Commercial"
"AllMeds, Inc.","professional",2016,961,0,692,269,"Commercial"
"Allscripts","professional",2016,33044,0,27796,5248,"Commercial"
"Alma Information Systems, Inc.","professional",2016,28,0,13,15,"Commercial"
"AltaPoint Data Systems","professional",2016,73,0,12,61,"Commercial"
"Alton Healthcare, LLC","professional",2016,3,0,0,3,"Commercial"
"Altos Solutions, Inc","professional",2016,133,0,35,98,"Commercial"
"Amazing Charts","professional",2016,2296,0,1044,1252,"Commercial"
"American Medical Software","professional",2016,99,0,28,71,"Commercial"
"American Medical Solutions, Inc.","professional",2016,1,0,1,0,"Commercial"
"AmisHealth LLC","professional",2016,5,0,3,2,"Commercial"
"AmkaiSolutions LLC","professional",2016,1,0,1,0,"Commercial"
"Anthelio Healthcare Solutions, Inc.","professional",2016,17,0,17,0,"Commercial"
"AntWorks Healthcare","professional",2016,84,0,57,27,"Commercial"
"AO Fox Memorial Hospital","professional",2016,2,0,2,0,"Self-developed"
"AppMed Inc.","professional",2016,63,0,0,63,"Commercial"
"Aprima Medical Software, Inc.","professional",2016,2038,0,1546,492,"Commercial"
